sdg,indicator,unit,location,year,value,is_projected,ci_lower,ci_upper
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2016,2.57,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2017,2.77,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2018,2.97,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2019,3.01,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2020,2.99,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2021,2.83,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2022,2.88,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2023,2.79,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2024,2.98,0,,
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2025,2.977,1,2.947,3.008
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2029,3.067,1,3.015,3.118
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2037,3.245,1,3.151,3.339
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2047,3.469,1,3.321,3.617
"SDG16 - Peace, Justice & Strong Institutions",No. of courts per lakh population,Per lakh population,Wardha,2060,3.759,1,3.54,3.978
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2015,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2016,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2017,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2018,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2019,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2020,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2021,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2022,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2023,0,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2025,0,1,0,0
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2029,0,1,0,0
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2037,0,1,0,0
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2047,0,1,0,0
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of human trafficking per 1,00,000 population","Per 1,00,000 population",Wardha,2060,0,1,0,0
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2015,3.53,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2016,2.99,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2017,2.32,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2018,2.51,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2019,3.06,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2020,2.68,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2021,2.32,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2022,3.07,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2023,1.87,0,,
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2025,2.083,1,1.967,2.198
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2029,1.667,1,1.485,1.85
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2037,0.837,1,0.515,1.158
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2047,0,1,0,0.295
"SDG16 - Peace, Justice & Strong Institutions","No. of victims of intentional homicide per 1,00,000 population","Per 1,00,000 population",Wardha,2060,0,1,0,-0.826
"SDG16 - Peace, Justice & Strong Institutions","Other Revenue (Stamps, Mines, etc.) (₹ thousand)",,Wardha,2024,377449,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2015,48.12,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2016,45.66,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2017,37.55,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2018,38.47,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2019,37.53,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2020,40.55,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2021,36.55,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2022,41.48,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2023,30.97,0,,
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2025,31.547,1,30.585,32.509
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2029,26.143,1,24.622,27.664
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2037,15.335,1,12.657,18.013
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2047,1.825,1,0,5.967
"SDG16 - Peace, Justice & Strong Institutions",Population subjected to physical/psychological/sexual violence per lakh,Per lakh population,Wardha,2060,0,1,0,-9.687
SDG3 - Good Health and Well-Being,% of births attended by skilled health personnel,%,Wardha,2016,95.5,0,,
SDG3 - Good Health and Well-Being,% of births attended by skilled health personnel,%,Wardha,2020,99,0,,
SDG3 - Good Health and Well-Being,% of births attended by skilled health personnel,%,Wardha,2025,99,1,89.1,100
SDG3 - Good Health and Well-Being,% of births attended by skilled health personnel,%,Wardha,2029,99,1,89.1,100
SDG3 - Good Health and Well-Being,% of births attended by skilled health personnel,%,Wardha,2037,99,1,89.1,100
SDG3 - Good Health and Well-Being,% of births attended by skilled health personnel,%,Wardha,2047,99,1,89.1,100
SDG3 - Good Health and Well-Being,% of births attended by skilled health personnel,%,Wardha,2060,99,1,89.1,100
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2016,86,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2017,91,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2018,90,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2019,82,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2020,87,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2021,91,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2022,88,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2023,92,0,,
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2025,90.382,1,81.963,98.802
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2029,91.627,1,83.207,100
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2037,93.686,1,85.267,100
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2047,95.597,1,87.178,100
SDG3 - Good Health and Well-Being,"% of children aged 12-23 months fully immunized (BCG, Measles & 3 doses Pentavalent)",%,Wardha,2060,97.269,1,88.849,100
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2016,92,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2017,98,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2018,94,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2019,93,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2020,97,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2021,98,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2022,96,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2023,94,0,,
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2025,96.593,1,90.706,100
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2029,97.313,1,91.425,100
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2037,98.335,1,92.447,100
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2047,99.09,1,93.202,100
SDG3 - Good Health and Well-Being,% of fully immunized children (9-11 months) out of total children (0-1 years),%,Wardha,2060,99.587,1,93.699,100
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2016,99.71,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2017,99.71,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2018,99.88,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2019,99.83,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2020,99.84,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2021,99.84,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2022,99.92,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2023,99.97,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2024,99.97,0,,
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2025,99.97,1,89.973,100
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2029,99.97,1,89.973,100
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2037,99.97,1,89.973,100
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2047,99.97,1,89.973,100
SDG3 - Good Health and Well-Being,% of institutional deliveries out of total estimated deliveries,%,Wardha,2060,99.97,1,89.973,100
SDG3 - Good Health and Well-Being,% of population who consume alcohol - Men (15-54 years),%,Wardha,2020,24.6,0,,
SDG3 - Good Health and Well-Being,% of population who consume alcohol - Women (15-49 years),%,Wardha,2020,0.6,0,,
SDG3 - Good Health and Well-Being,% of population who use any kind of tobacco - Men (15-49 years),%,Wardha,2020,52.6,0,,
SDG3 - Good Health and Well-Being,% of population who use any kind of tobacco - Women (15-49 years),%,Wardha,2020,9.5,0,,
SDG3 - Good Health and Well-Being,% of women 15-49 years with live birth who received antenatal care 4+ times,%,Wardha,2016,77.3,0,,
SDG3 - Good Health and Well-Being,% of women 15-49 years with live birth who received antenatal care 4+ times,%,Wardha,2020,70.4,0,,
SDG3 - Good Health and Well-Being,% of women 15-49 years with live birth who received antenatal care 4+ times,%,Wardha,2025,61.775,1,61.775,61.775
SDG3 - Good Health and Well-Being,% of women 15-49 years with live birth who received antenatal care 4+ times,%,Wardha,2029,54.875,1,54.875,54.875
SDG3 - Good Health and Well-Being,% of women 15-49 years with live birth who received antenatal care 4+ times,%,Wardha,2037,41.075,1,41.075,41.075
SDG3 - Good Health and Well-Being,% of women 15-49 years with live birth who received antenatal care 4+ times,%,Wardha,2047,23.825,1,23.825,23.825
SDG3 - Good Health and Well-Being,% of women 15-49 years with live birth who received antenatal care 4+ times,%,Wardha,2060,1.4,1,1.4,1.4
SDG3 - Good Health and Well-Being,Anganwadis Operational (district total),Number,Wardha,2024,1522,0,,
SDG3 - Good Health and Well-Being,Child Population (0-6 years) - Census 2011,Number,Arvi,2011,14634,0,,
SDG3 - Good Health and Well-Being,Child Population (0-6 years) - Census 2011,Number,Wardha,2011,24900,0,,
SDG3 - Good Health and Well-Being,Child Population 0-6 (Total) — Census 2011,,Arvi,2011,14634,0,,
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2015,0,0,,
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2020,0.67,0,,
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2021,3.36,0,,
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2022,0.63,0,,
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2023,0.01,0,,
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2025,1.394,1,0.678,2.109
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2029,1.777,1,0.586,2.967
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2037,2.543,1,0.347,4.739
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2047,3.501,1,0.026,6.976
SDG3 - Good Health and Well-Being,Covid-19 prevalence rate,%,Wardha,2060,4.746,1,0,9.892
SDG3 - Good Health and Well-Being,Dispensaries (district total),Number,Wardha,2024,31,0,,
SDG3 - Good Health and Well-Being,Female Population 0-6 (Total),persons,Arvi,2011,5058,0,,
SDG3 - Good Health and Well-Being,Female Population 0-6 (Total),persons,Wardha,2011,11619,0,,
SDG3 - Good Health and Well-Being,Female Population 0-6 (Total) — Primary Census Abstract,,Arvi,2011,5058,0,,
SDG3 - Good Health and Well-Being,Female Population 0-6 (Total) — Primary Census Abstract,,Wardha,2011,11619,0,,
SDG3 - Good Health and Well-Being,Government Doctors,Number,Arvi,2024,19,0,,
SDG3 - Good Health and Well-Being,Government Doctors (district total),Number,Wardha,2024,573,0,,
